nivel,path,titulo,detalle,responsables
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 19,SECRETARÍA NRO. 159,"Talcahuano 550, 5° P of. 5004 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 43721741 / 43733312 | jncrimcorr19.sec159@pjn.gov.ar","Nombre: Dra. Wüllich, Delfina María | Cargo: Secretario | Tel: Dra. Wüllich, Delfina María | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 20,"Talcahuano 550, 5° P of. 5147 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-5504 / 4371-7609 | jncrimcorr20@pjn.gov.ar","Nombre: Dr. Decaria, Hugo | Cargo: Juez | Tel: Dr. Decaria, Hugo | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 20,SECRETARÍA NRO. 162,"Talcahuano 550, 5° P of. 5148 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 11-4372-2229 | jncrimcorr20.sec162@pjn.gov.ar","Nombre: Dr. Ortega, Jose Luis | Cargo: Secretario | Tel: Dr. Ortega, Jose Luis | Email:  | Teléfono: 4124-5407 | Email:  | Cargo: Secretario de Juzgado | Situación: -; Nombre: Dr. Bebebino , Pablo Daniel | Cargo: Secretario | Tel: Dr. Bebebino , Pablo Daniel | Email:  | Teléfono: 4371-7609 | Email:  | Cargo: Secretario de Juzgado | Situación: Interino"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 21,"Talcahuano 550, 5° P of. 5131 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-3155 / 4373-6082 | jncrimcorr21@pjn.gov.ar / jncrimcorr21.sec165@pjn.gov.ar","Nombre: Dr. Fernandez, Marcos Andres | Cargo: Juez | Tel: Dr. Fernandez, Marcos Andres | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 21,SECRETARÍA NRO. 165,"Talcahuano 550, 5° P of. 5131 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-3155 / 4373-6082 | jncrimcorr21.sec165@pjn.gov.ar","Nombre: Dr. Rinaldi, Fernando Pedro | Cargo: Secretario | Tel: Dr. Rinaldi, Fernando Pedro | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Chena Cullen , María Raquel | Cargo: Secretario | Tel: Dra. Chena Cullen , María Raquel | Email: jncrimcorr21@pjn.gov.ar jncrimcorr21.sec165@pjn.gov.ar | Teléfono: 4371-3155 / 4373-6082 | Email: jncrimcorr21@pjn.gov.ar jncrimcorr21.sec165@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 22,"Talcahuano 550, 7° Piso Of.:7060 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-0509 / 4371-0487 | jncrimcorr22.sec148@pjn.gov.ar","Nombre: Dr. Rongo, Guillermo Ricardo | Cargo: Juez | Tel: Dr. Rongo, Guillermo Ricardo | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 22,SECRETARÍA NRO. 148,"Talcahuano 550, 7° P of. 7060 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 43745452 | jncrimcorr22.sec148@pjn.gov.ar","Nombre: Dra. Rodríguez, Alejandra | Cargo: Secretario | Tel: Dra. Rodríguez, Alejandra | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 23,"Talcahuano 550, 5º P Of. 5026/7 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-8434 Mesa de Entradas / 15-4190-8741 / 4372-1348 | jncrimcorr23@pjn.gov.ar","Nombre: Dr. Rappa, Osvaldo Daniel | Cargo: Juez Subrogante | Tel: Dr. Rappa, Osvaldo Daniel | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 23,SECRETARÍA NRO. 158,"Talcahuano 550, 5º P Of. 5023 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-8434 Mesa de Entradas / 15-4190-8741 | jncrimcorr23.sec158@pjn.gov.ar","Nombre: Dra. Toso, Cecilia Fernanda | Cargo: Secretario | Tel: Dra. Toso, Cecilia Fernanda | Email: jncrimcorr23.sec158@pjn.gov.ar | Teléfono: 4373-0377 | Email: jncrimcorr23.sec158@pjn.gov.ar | Cargo: Secretario | Situación: Interino"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 24,"Talcahuano 550, 7° P of. 7047 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4373-6969 / 4371-6676 y 4372-2655 | jncrimcorr24@pjn.gov.ar","Nombre: Dr. Godoy, Alfredo | Cargo: Juez | Tel: Dr. Godoy, Alfredo | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 24,SECRETARÍA NRO. 131,"Talcahuano 550, 7° P of. 7047 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4373-6969 / 4371-6676 / 4372-2655 | jncrimcorr24.sec131@pjn.gov.ar","Nombre: Dr. Hernandez , Diego | Cargo: Secretario | Tel: Dr. Hernandez , Diego | Email:  | Teléfono: 4371 4599/43716815 fax | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Álvarez Herrero, Sebastián Martín | Cargo: Secretario | Tel: Dr. Álvarez Herrero, Sebastián Martín | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 25,"Talcahuano 550, 5° P of. 5007 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-0327 / 4678 y 4374-9220 | jncrimcorr25.sec161@pjn.gov.ar","Nombre: Dra. Palmaghini, Fabiana Emma | Cargo: Juez | Tel: Dra. Palmaghini, Fabiana Emma | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 25,SECRETARÍA NRO. 161,"Talcahuano 550, 5° P of. 5006 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-0327 / 4678 / 4374-9220 | jncrimcorr25.sec161@pjn.gov.ar","Nombre: Dr. Robet, Guillermo | Cargo: Secretario | Tel: Dr. Robet, Guillermo | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Estevez, Mariela Silvina | Cargo: Secretario | Tel: Dra. Estevez, Mariela Silvina | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 26,"Talcahuano 550, 5° P of. 5138 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 43721546 / 43718164 / 43749015 | jncrimcorr26@pjn.gov.ar","Nombre: Dr. Kirszenbaum, Damian Ignacio | Cargo: Juez | Tel: Dr. Kirszenbaum, Damian Ignacio | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 26,SECRETARÍA NRO. 155,"Talcahuano 550, 5° P of. 5138 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 43721546 / 43718164 / 43749015 | jncrimcorr26.sec155@pjn.gov.ar","Nombre: Dr. Buisel Quintana, Sebastián | Cargo: Secretario | Tel: Dr. Buisel Quintana, Sebastián | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 27,"Talcahuano 550, 3° P of. 3076/3067 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-3575 / 4374-8273 | jncrimcorr27@pjn.gov.ar","Nombre: Dra. Bruniard, Laura Graciela | Cargo: Juez Subrogante | Tel: Dra. Bruniard, Laura Graciela | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 27,SECRETARÍA NRO. 124,"Talcahuano 550, P° 3° Oficina 3076/3067 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-3575 | jncrimcorr27.sec124@pjn.gov.ar","Nombre: Dra. Martinez, María Fernanda | Cargo: Secretario | Tel: Dra. Martinez, María Fernanda | Email:  | Teléfono: 4371-3575 (fax) | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 28,"Talcahuano 550, 5° P of. 5093 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4374-1550 / 4374-7534 / 4373-4648 | jncrimcorr28.sec142@pjn.gov.ar / jncrimcorr28@pjn.gov.ar","Nombre: Dr. Del Viso, Martín Carlos | Cargo: Juez | Tel: Dr. Del Viso, Martín Carlos | Email: jncrimcorr28.sec142@pjn.gov.ar - jncrimcorr28@pjn.gov.ar | Teléfono:  | Email: jncrimcorr28.sec142@pjn.gov.ar  - jncrimcorr28@pjn.gov.ar | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 28,SECRETARÍA NRO. 142,"Talcahuano 550, 5° P of. 5093 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4374-1550 / 4374-7534/ 4373-4648 | jncrimcorr28.sec142@pjn.gov.ar","Nombre: Dr. Abou Assali, Jorge | Cargo: Secretario | Tel: Dr. Abou Assali, Jorge | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Interino"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 29,"Talcahuano 550, 5° P of. 5137 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-7405 / 6923 4374-0632 (Sec. Privada) | jncrimcorr29.sec152@pjn.gov.ar / jncrimcorr29@pjn.gov.ar","Nombre: Dra. Rodríguez, Carina Nancy | Cargo: Juez | Tel: Dra. Rodríguez, Carina Nancy | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 29,SECRETARÍA NRO. 152,"Talcahuano 550, 5° P of. 5125 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-7405 / 6923 | jncrimcorr29.sec152@pjn.gov.ar","Nombre: Dr. Laderach, Federico | Cargo: Secretario | Tel: Dr. Laderach, Federico | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Galli, María José | Cargo: Secretario | Tel: Dra. Galli, María José | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 30,"Talcahuano 550, 7° P of. 7074 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 43717496 / 43733740 / 43724324 (Fax 43724279) | jncrimcorr30.sec164@pjn.gov.ar / jncrimcorr30@pjn.gov.ar","Nombre: Dr. Pierretti, Gustavo Miguel | Cargo: Juez Subrogante | Tel: Dr. Pierretti, Gustavo Miguel | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Subrogante"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 30,SECRETARÍA NRO. 164,"Talcahuano 550, P 7° of. 7074 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 43717496 / 43733740 / 43724324 (Fax 43724279) | jncrimcorr30.sec164@pjn.gov.ar","Nombre: Dr. Belderrain, Ignacio | Cargo: Secretario | Tel: Dr. Belderrain, Ignacio | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Castro, Fernando Jose | Cargo: Secretario | Tel: Dr. Castro, Fernando Jose | Email:  | Teléfono: 4371-6485/9513 (fax) | Email:  | Cargo: Secretario de Juzgado | Situación: Interino"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 31,"Talcahuano 550, P 3° of 3117 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4374-2582 / 4371-9593 | jncrimcorr31.sec119@pjn.gov.ar / jncrimcorr31@pjn.gov.ar","Nombre: Dr. Caunedo, Fernando Mario | Cargo: Juez Subrogante | Tel: Dr. Caunedo, Fernando Mario | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 31,SECRETARÍA NRO. 119,"Talcahuano 550, 3° P of. 3115 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4374-2582 / 4371-9593 | jncrimcorr31.sec119@pjn.gov.ar","Nombre: Dra. Le Pera, Natalia Noel | Cargo: Secretario | Tel: Dra. Le Pera, Natalia Noel | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Di Nardo, María Victoria | Cargo: Secretario | Tel: Dra. Di Nardo, María Victoria | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Agostinelli, María Florencia | Cargo: Secretario | Tel: Dra. Agostinelli, María Florencia | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 32,"Lavalle 1171, 3° P (C1048AAC) | Ciudad Autónoma de Buenos Aires | 4124-0997 / 9 / 8 / 6 / 5 / 4 / 3 / 2 | jncrimcorr32@pjn.gov.ar","Nombre: Dr. Quian Zavalia, Santiago | Cargo: Juez | Tel: Dr. Quian Zavalia, Santiago | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 32,SECRETARÍA NRO. 114,"Lavalle 1171, P.B. (C1048AAC) | Ciudad Autónoma de Buenos Aires | 4124-0997 /9 /8 /6 /5 /4 /3 /2 | jncrimcorr32.sec114@pjn.gov.ar","Nombre: Dr. Poncio, Santiago Alberto | Cargo: Secretario | Tel: Dr. Poncio, Santiago Alberto | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 33,"Talcahuano 550, 5° P of. 5109 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-4599 / 6815 | jncrimcorr33@pjn.gov.ar","Nombre: Dr. Bonanno, Darío Osvaldo | Cargo: Juez | Tel: Dr. Bonanno, Darío Osvaldo | Email: jninstruccion33@pjn.gov.ar | Teléfono: 4371-7763/2829 | Email: jninstruccion33@pjn.gov.ar | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 33,SECRETARÍA NRO. 170,"Talcahuano 550, 5° P of. 5108 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 43714599 /6815 | jncrimcorr33.sec170@pjn.gov.ar","Nombre: Dra. Geijo, María Florencia | Cargo: Secretario | Tel: Dra. Geijo, María Florencia | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Contratado"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 34,"Talcahuano 550, 3° P of. 3125 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-1126 / 4371-1322 / 4371-3964 | jncrimcorr34@pjn.gov.ar / jncrimcorr34.sec117@pjn.gov.ar","Nombre: Dra. Bruniard, Laura Graciela | Cargo: Juez | Tel: Dra. Bruniard, Laura Graciela | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 34,SECRETARÍA NRO. 117,"Talcahuano 550, 3° Oficina 3088 (C1013AAL) | Ciudad Autónoma de Buenos Aires | (011) 4372-1126 / (011) 4371-1322 / (011) 4371-3964 (Fax 4371-3964) | jncrimcorr34.sec117@pjn.gov.ar","Nombre: Dra. De Rosa, Veronica | Cargo: Secretario | Tel: Dra. De Rosa, Veronica | Email:  | Teléfono: 4371-1322 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Del Gaizo, Sebastián Ramiro | Cargo: Secretario | Tel: Dr. Del Gaizo, Sebastián Ramiro | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Adscripto"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 35,"Talcahuano 550, 7° P of. 7048 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-7693 / 4373-6903 | jncrimcorr35.sec120@pjn.gov.ar / jncrimcorr35@pjn.gov.ar","Nombre: Dr. Rappa, Osvaldo Daniel | Cargo: Juez | Tel: Dr. Rappa, Osvaldo Daniel | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 35,SECRETARÍA NRO. 120,"Talcahuano 550, 7° P of. 7048 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-7693 / 4373-6903 | jncrimcorr35.sec120@pjn.gov.ar","Nombre: Dr. Martinez Farre, Guillermo Carlos | Cargo: Secretario | Tel: Dr. Martinez Farre, Guillermo Carlos | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Bistolfi, Edgardo | Cargo: Secretario | Tel: Dr. Bistolfi, Edgardo | Email: jncorreccional5.sec73@pjn.gov.ar | Teléfono: 2205-8073 int 58073 | Email: jncorreccional5.sec73@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 36,"Talcahuano 550, 3° P of. 3081 y 3128 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-1370 / 4371-6432 | jncrimcorr36@pjn.gov.ar","Nombre: Dr. Ferro, Alejandro Héctor | Cargo: Juez | Tel: Dr. Ferro, Alejandro Héctor | Email: jncrimcorr36@pjn.gov.ar | Teléfono:  | Email: jncrimcorr36@pjn.gov.ar | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
